post_id,sentences
10162596903039988,"[[""The Finke Desert Race is Australia's toughest off-road race, an annual two-day event that occurs on the Queen's Birthday long weekend (June 11 to 14).""]
 ['ABC.NET.AU Finke Desert Race blow for Victorians as whole state declared hotspot Two hundred competitors and 40 volunteers cannot attend the first Finke Desert Race in two years thanks to the recent Victorian COVID-19 outbreak, which has seen greater Melbourne plunged into its fourth lockdown.']]"
10162596831079988,"[['Victoria is now battling COVID on multiple fronts.']
 ['ABC.NET.AU Live: Melbourne office building, Costco added as exposure sites as investigations continue into source of Delta variant infections Health authorities in two states are still trying to determine how the family who holidayed on the New South Wales South Coast tested positive to the Delta variant of the virus.']
 ['Follow live.']]"
10162596765544988,"[[""A Collins Street office building in Melbourne's CBD and a supermarket at Docklands have been added to Victoria's list of COVID exposure sites, which stands at more than 360.""]
 ['ABC.NET.AU Melbourne CBD office building among COVID-19 exposure sites There are still more than 360 locations listed as exposure sites in Victoria, even after some venues were removed after two cases were deemed false positives earlier this week.']]"
10162596753424988,"[['""All of a sudden we heard a roar about one o\'clock in the morning and thought \'what\'s that?\'.']
 ['We went out the back of the house and we were surrounded by water.""']
 [""ABC.NET.AU 'Like a tsunami': The flood disaster this town will never forget It has been five years since devastating floodwaters washed through the Tasmanian town of Latrobe.""]
 ['But a number of measures that could prevent a similar event today are yet to be implemented.']]"
10162596733979988,"[['Are you eligible and how will you avoid the wait times?']
 [""Here's your go-to guide to Queensland's COVID vaccine hubs.""]
 [""ABC.NET.AU New COVID vaccine hubs open in Queensland this weekend — here's where you can get the jab More COVID-19 vaccine hubs are open across Queensland this weekend as more people look to get their first jab.""]
 ['Find out if you are eligible and where can you get your first dose.']]"
10162596710079988,"[['1.']
 ['New cases — are they linked?']
 ['ABC.NET.AU Victoria is now battling COVID on multiple fronts.']
 [""Here are four things to watch Victoria's coronavirus outbreak takes a concerning turn with authorities now fighting both the Kappa and Delta variants.""]]"
10162594346794988,"[['Hope after heartbreak 18 months on💔 Kangaroo Island was devastated by deadly bushfires 18 months ago.']
 ['For some, it meant losing their house, livelihood, and loved ones.']
 ['Now, the region is finally healing - and so is the community.']
 ['Hope after heartbreak 18 months on💔  Kangaroo Island was devastated by deadly bushfires 18 months ago.']
 ['Play Video']]"
10162596581899988,"[['A junior AFL club in Queensland has taken the ""drastic step"" of banning parents from the sidelines after a spate of clashes between spectators, teenage umpires and volunteers.']
 ['ABC.NET.AU Parents banned from sidelines of Gold Coast junior AFL games']]"
10162596574399988,"[[""Apathy, strength, complacency, commitment: we've seen two sides of the pandemic response this week, writes Virginia Trioli.""]
 [""ABC.NET.AU ANALYSIS: With lockdown, a new variant and vaccine shambles, we're hanging by a thread this week""]]"
10162596569159988,"[['The pandemic saw the remote East Kimberley effectively cut off from the rest of Australia to protect its vulnerable Indigenous population.']
 ['But signs of life are returning and lessons in resilience abound.']
 [""ABC.NET.AU It's always darkest before the dawn on the road of COVID recovery""]]"
10162593113174988,"[['""I really cherish the time I had with my second daughter.']
 ['I definitely feel that we got to bond a lot.""']
 ['| ABC EVERYDAY  ""I really cherish the time I had with my second daughter.']
 [""| ABC EVERYDAY  ABC.NET.AU Why Tarun wishes he'd taken parental leave for his first baby Tarun Rajan took advantage of his employer's generous paid parental leave scheme — and he's so glad he did.""]
 [""His only regret is that he didn't know about it when his first child was born.""]]"
10162596423219988,"[['We know very little about our mysterious planetary neighbour.']
 ['Here is what the two newly announced missions to Venus will aim to find out.']
 ['ABC.NET.AU Why is NASA suddenly so keen on Venus?']
 ['Here are five reasons']]"
10162596421924988,"[[""Forty-four climbers claim to have achieved the stunning feat of climbing to the peak of 14 of the world's highest mountains.""]
 [""But Australian Damien Gildea says there's a question mark over almost all of them.""]
 [""ABC.NET.AU Only 44 climbers claim to have reached the world's 14 highest peaks.""]
 ['But did they really get there?']]"
10162596420089988,"[[""As claimants continue to line up, the payout from the successful class action against the federal government's live export ban in 2011 seems likely to soar well past the initial $600 million estimate.""]
 [""ABC.NET.AU Government's 'unlawful' live export ban set to cost around $800m, as more cattle producers rally for class action""]]"
10162596417319988,"[['With its showpiece event looming, the game of rugby league is facing an existential threat over its level of physicality and the long-term health of players.']
 ['ABC.NET.AU ANALYSIS: Is rugby league facing an existential crisis?']]"
10162596414999988,"[['The social media company plans to review the ban at the end of the two years and will end a policy where politicians are exempt from hate speech rules.']
 [""ABC.NET.AU Facebook bans Donald Trump for two years for 'public safety'""]]"
10162596413329988,"[['The Reserve Bank is throwing just about everything it has at boosting wages and inflation, but all it seems to be achieving are surging asset prices, further widening the gap between the haves and have-nots.']
 ['ABC.NET.AU ANALYSIS: Are your future pay rises destined for the pockets of investors?']]"
10162596412019988,"[[""Public housing tower residents who endured the nation's harshest hard lockdown last year say they are concerned not enough has been done by Victorian authorities to support the communities during the Melbourne outbreak.""]
 ['ABC.NET.AU Public housing residents threatened by Delta cluster call for increased tower cleaning']]"
10162596410434988,"[[""As Chinese authorities push urban couples to have three children to boost the country's ailing fertility rates, young people counter with a lifestyle centred around minimising spending, working and socialising.""]
 [""ABC.NET.AU China wants more babies, but young people are 'lying flat'""]]"
10162596409349988,"[['Naomi Moran left high school to work in Indigenous media.']
 [""Now she's the manager of the Koori Mail and chair of the peak body for Indigenous not-for-profit broadcasting, media, and communications.""]
 [""ABC.NET.AU Naomi is one of Indigenous media's most important voices.""]
 [""Here's how she wants to empower young women""]]"
10162596408014988,"[[""Four years after a fire ripped through the 24-storey Grenfell Tower in London in June 2017, claiming 72 lives, there are fresh fears about the opaque nature of Australia's building product safety approval processes.""]
 ['ABC.NET.AU Could a Grenfell Tower 2.0 disaster happen in Australia?']
 ['One politician fears there’s no way to properly check']]"
10162596404899988,"[['Bias Ramadhan received calls from eight separate law firms offering to sue on his behalf after his mother died in the Lion Air plane crash.']
 [""But two and half years later, he's had to sue again, to get some of the money owed to him from his settlement.""]
 ['ABC.NET.AU The plane crash, the Real Housewife and the missing millions: Why Indonesian families claim an LA lawyer embezzled their money']]"
10162596403349988,"[['The last fortnight has hardly been consistent with the Morrison strategy of winning an election based on its excellent management of the pandemic, writes Laura Tingle.']
 [""ABC.NET.AU ANALYSIS: A picture emerges of Morrison's government — late to the party and not in control""]]"
10162596401499988,"[['The government said housing would ""always be supported"" in last month\'s budget but it was a bold claim, write Yogi Vidyattama and John Hawkins.']
 ['ABC.NET.AU ANALYSIS: Looking to buy a house?']
 [""Here's what the government did to make it possible (hint: not much)""]]"
10162594878674988,"[['Global food prices were at their highest level in nearly a decade in May, soaring 40 per cent above costs a year ago, the UN Food and Agriculture Organization has said.']
 ['ABC.NET.AU UN says global food prices have reached their highest mark in a decade The UN Food and Agriculture Organization says global food prices were at their highest level in nearly a decade in May, soaring 40 per cent above costs a year ago.']]"
10162593589789988,"[['Some comfort for those doing it tough during COVID: When Joshua Coombes began offering haircuts on the streets of London, it was not only transformative for the strangers he met, but also for the former hairdresser himself.']
 ['Some comfort for those doing it tough during COVID:  When Joshua Coombes began offering haircuts on the streets of London, it was not only transformative for the strangers he met, but also for the former hairdresser himself.']
 ['Play Video']]"
10162594580719988,"[['The Delta variant of coronavirus, associated with India and the UK and known to be more infectious than other strains, has been picked up in Victoria through genomic sequencing.']
 ['ABC.NET.AU What we know about the highly infectious Delta COVID variant']]"
10162594333394988,"[['State and territory leaders met again today for National Cabinet and discussed everything from whether aged care workers should be forced to get the vaccine, to expanding the rollout to people over 40.']
 [""ABC.NET.AU Missed the PM's latest press conference?""]
 ['Catch up on the key moments State and territory leaders met again today for National Cabinet and discussed everything from whether aged care workers should be forced to get the vaccine, to expanding the rollout to people over 40.']]"
10162594218594988,"[['US intelligence officials have found no evidence that a series of unidentified aerial phenomena observed by navy aviators in recent years were alien spacecraft, but the sightings remain unexplained in a highly anticipated government report.']
 ['ABC.NET.AU China, Russia … or aliens?']
 ['Unidentified aerial sightings remain a mystery to US intelligence US intelligence officials have found no evidence that a series of unidentified aerial phenomena observed by navy aviators in recent years were alien spacecraft, but the sightings remain unexplained in a highly anticipated government report.']]"
10162594091314988,"[['""I think that whoever\'s organised it needs to get the communication right and get it out there,"" she said.']
 [""ABC.NET.AU 'Get it out there': Confusion and lack of communciation ahead of Queensland's weekend of mass vaccinations Gabrielle Bright was meant to be at the front of the queue at one of Queensland’s vaccination hubs, but the disability support worker had no idea it was happening this weekend.""]]"
10162594032659988,"[['Itching to get out of Western Australia but too nervous to book a flight?']
 [""You're not alone.""]
 ['ABC.NET.AU Is there any point booking an interstate holiday from WA?']
 ['With the West Australian border pinging open and shut to various states at different times in recent months, it is easy to be confused about where you can travel and what the risks are.']]"
10162593912604988,"[[""A few days into Melbourne's fourth lockdown Anna Plum did a full audit of her kitchen to see if she had enough food to feed her family.""]
 [""ABC.NET.AU 'My family has survived lockdown because of strangers on Twitter' When Victoria went into lockdown Anna tweeted about her fears of not being able to keep food on the table or a roof overhead for her kids.""]
 [""Within hours she was 'overwhelmed' with offers of assistance.""]]"
10162593881264988,"[['The federal government will fund construction of a purpose-built quarantine hub in Victoria, but a site for the facility has not yet been chosen.']
 ['ABC.NET.AU New quarantine hub to be built in Victoria, site yet to be confirmed The Victorian government and the Commonwealth have reached a deal for a purpose-built quarantine facility at either Mickleham or Avalon.']]"
10162593851479988,"[['Vaccination hubs will be available to participants in the National Disability Insurance Scheme as well as their primary carers.']
 ['ABC.NET.AU Dedicated hubs to vaccinate NDIS users against COVID People with disability will have access to dedicated COVID-19 vaccine hubs, as the federal government moves to accelerate the rollout across the sector.']]"
10162593822024988,"[['One in five doctors in Australia have reported being diagnosed with, or treated for depression, according to the 2019 National Mental Health Survey of Doctors and Medical Students.']
 ['ABC.NET.AU Why are doctors across the country wearing mismatched socks?']
 [""Ronelle Andrew says she's struggled with anxiety several times during her medical career.""]
 ['Today she is joining doctors across Australia who are donning bright, fun socks to raise awareness of the mental health challenges for medical professionals.']]"
10162593797419988,"[['""My mother was never allowed to speak in the presence of males.""']
 [""ABC.NET.AU 'It's an escape': How art can provide solace for those suffering with mental health issues A new program aims to highlight the mental health challenges faced by artists, and how art is used as a coping mechanism.""]]"
10162593770164988,"[[""China's leader Xi Jinping may be seeking to rein in the more unruly elements of China's Wolf Warrior-style of diplomacy, writes Bill Birtles.""]
 [""ABC.NET.AU ANALYSIS: How Xi Jinping wants to change the way China is seen by the world After several years of a noticeably more assertive shift in China’s diplomatic and media tone, Xi Jinping has dropped the first hint that the country's confrontational style needs adjustment, writes Bill Birtles.""]]"
10162593734574988,"[[""Victoria has recorded four new locally acquired COVID-19 cases, taking the state's outbreak to 65.""]
 [""ABC.NET.AU No early end to Melbourne's lockdown planned as Victoria records four new local COVID cases Acting Premier James Merlino hosed down any expectations of the lockdown lifting early in light of the false positives revealed last night.""]]"
4611260688893544,"[['Authorities are racing to determine how a Victorian family contracted the Delta variant of the virus, which was first detected in India and is different to the Kappa variant that sparked the state’s latest outbreak.']
 ['SBS.COM.AU Victoria records five new local cases of coronavirus amid scramble to find source of Delta variant Authorities are racing to determine how a Victorian family contracted the Delta variant of the virus, which was first detected in India and is different to the Kappa strain that sparked the state’s latest outbreak.']]"
4611044175581862,"[['The Beautiful Bunch gives training and job opportunities to women from migrant and refugee backgrounds.']
 [""'Working with us is a life-changing opportunity for many young women.'""]
 ['SBS.COM.AU Staff at this unique Melbourne flower shop are grateful it can remain open during lockdown Social enterprise The Beautiful Bunch employs women from migrant and refugee backgrounds.']
 [""At a time when many are struggling to find work, the women remain employed and able to deliver flowers to people's loved ones.""]]"
4610963798923233,"[['Facebook also said it will no longer give politicians blanket immunity for deceptive or abusive content at the social network based on their comments being newsworthy.']
 [""SBS.COM.AU Citing public safety risk, Facebook says Donald Trump will be suspended from its platform for at least two years Facebook has suspended former US president Donald Trump until at least January 2023 and announced changes to how it will treat world leaders who break the company's rules on postings on its site.""]]"
4609356892417257,"[[""Tens of thousands usually gather at Victoria Park to commemorate China's crackdown on pro-democracy protests in Tiananmen Square in 1989.""]
 ['For a second year, police banned the vigil, citing COVID-19.']
 [""SBS.COM.AU Hong Kong police cordon off annual Tiananmen vigil site and arrest organiser on anniversary Thousands of officers are expected to patrol the city's streets on Friday to prevent gatherings of people lighting candles for the pro-democracy protesters killed by Chinese troops in Beijing 32 years ago.""]]"
4609191125767167,"[[""Labor has described the leaked strategy as evidence the government is attempting to 'steamroll through controversial independent assessments while faking consultation'.""]
 ['SBS.COM.AU Linda Reynolds defends controversial leaked NDIS independent assessments marketing strategy Labor has described the leaked strategy as evidence the government is attempting to “steamroll through controversial independent assessments” for the NDIS while “faking” community consultation.']]"
4608843839135229,"[[""'The main impact of this hotline is to increase stress and anxiety for people already having a hard time looking for more paid work ... struggling to survive on $44 day.'""]
 [""SBS.COM.AU Welfare groups are outraged after Stuart Robert spruiks new 'dobseeker' figures Of 250 people dobbed into the hotline who are still under investigation, 59 reviews have been completed, with compliance action taken against just eight.""]]"
4608774465808833,"[[""The prime minister has hit out at the ABC's Four Corners program over an unaired episode that reportedly links him to a supporter of the QAnon conspiracy theory.""]
 [""SBS.COM.AU PM Scott Morrison rejects 'deeply offensive' reports linking him to QAnon Prime Minister Scott Morrison has hit out at the ABC's Four Corners program over an unaired episode that reportedly links him to a supporter of the QAnon conspiracy theory.""]]"
4608285065857773,"[['This chemical-laden cargo ship sunk off the coast of Sri Lanka, potentially spilling 350 tonnes of fuel and causing the country’s worst-ever environmental disaster.']
 ['Play Video']]"
4608627115823568,"[[""Minister for the NDIS, Linda Reynolds, issued an unreserved apology to the family, telling them the breach 'should not have happened'.""]
 ['SBS.COM.AU The NDIA leaked personal details to an abusive ex-partner.']
 ['Now they\'re launching an investigation Minister for the National Disability Insurance Scheme, Linda Reynolds, issued an unreserved apology to the family, telling them the breach ""should not have happened"".']]"
4608472305839049,"[['Around 180 people were killed during the Jewish festival of Shavuot in 1941.']
 ['Eighty years later, one survivor hopes her story will inspire kindness.']
 [""SBS.COM.AU Eighty years after Iraq's deadly Farhud riots, this survivor is still hoping for peace Around 180 people were killed during the Jewish festival of Shavuot in 1941.""]]"
4608471622505784,"[[""Scott Morrison has announced national cabinet has agreed to an 'in-principle disposition' towards requiring aged care workers to have mandatory vaccinations.""]
 ['SBS.COM.AU Australia\'s leaders are leaning \'heavily\' towards mandatory vaccinations for aged care workers Prime Minister Scott Morrison has announced national cabinet has agreed to an ""in-principle disposition"" towards requiring aged care workers to have mandatory vaccinations.']]"
998329427573813,"[['Prime Minister Scott Morrison is speaking from Canberra following a National Cabinet meeting on the Victorian lockdown.']
 ['Play Video']]"
4608403622512584,"[[""Health authorities are on alert as a new COVID-19 variant turns up in Victoria's outbreak.""]
 ['It remains unclear how the family were infected with the variant.']
 [""SBS.COM.AU A new COVID-19 variant 'of significant concern' and another four local cases emerge in Victoria Victoria has recorded four new virus cases, with authorities confirming the detection of a new COVID-19 variant in the state's outbreak.""]]"
4608165479203065,"[['Between hills of rubble, Palestinians sit inside a makeshift tent where their Beit Hanoun house once stood before Israeli airstrikes took it down.\u2063 \u2063 Palestinians have started returning to their towns after a… More ceasefire came into effect on 21 May.']
 ['\u2063In 11 days of fighting between Israel and militants in Gaza, at least 232 Palestinians and 12 Israelis were killed.\u2063 \u2063 Now, Gaza is in the grips of a humanitarian crisis.']
 ['With half already living below the poverty line before the fighting broke out, a bad situation has become worse.\u2063 \u2063 📸: Getty Images, AAP  Between hills of rubble, Palestinians sit inside a makeshift tent where their Beit Hanoun house once stood before Israeli airstrikes took it down.\u2063 \u2063 Palestinians have started returning to their towns after a ceasefire came into effect on 21 May.']
 ['With half already living below the poverty line before the fighting broke out, a bad situation has become worse.\u2063 \u2063 📸: Getty Images, AAP']]"
4608273169192296,"[[""The teenager slams the state's decision to ban abortion at six weeks calling it 'gut-wrenching,' 'dehumanising' and a 'war' on women's rights during a defiant high school graduation speech.""]
 ['SBS.COM.AU A Texas valedictorian takes aim at the state\'s \'dehumanising\' new abortion law in a viral speech Paxton Smith\'s speech has gone viral after she took aim at Texas\' banning of abortion at six weeks, telling classmates it was ""gut-wrenching"" to ""have the autonomy over your own body taken from you"".']]"
4608215002531446,"[['Hard-right leader Naftali Bennett and secular centrist Yair Lapid form a coalition, united in their desire to topple the longstanding Benjamin Netanyahu.']
 ['The deal will see the pair alternate leadership during their time in office.']
 ['SBS.COM.AU Israel eyes the end of an era after Benjamin Netanyahu foes strike a deal to unseat him The Israeli prime minister has scorned as ""dangerous"" and ""left-wing"" a cross-partisan coalition cobbled together by his rivals to unseat him.']]"
317553223160661,"[['Victorian health authorities are providing a COVID-19 update after the federal government agreed to support the state’s proposal for a dedicated quarantine facility.']
 ['Play Video']]"
4608099932542953,"[['After the Chinese government’s brutal crackdown on pro-democracy protesters in 1989, tens of thousands of students and scholars fled to Australia - but the drive for change never left.']
 ['- via SBS中文  After the Chinese government’s brutal crackdown on pro-democracy protesters in 1989, tens of thousands of students and scholars fled to Australia - but the drive for change never left.']
 ['- via SBS中文  SBS.COM.AU This father and daughter continue their pro-democracy push 32 years after Tiananmen After the Chinese government’s brutal crackdown on pro-democracy protesters in 1989, tens of thousands of students and scholars fled to Australia.']
 ['Their children are now a similar age to their parents when they first arrived.']
 ['Exiled academic Chongyi Feng and his daughter Yunsi reflect on the Tiana...']]"
4608082772544669,"[[""One expert says ASEAN's diplomacy efforts were 'dead on arrival'.""]
 ['SBS.COM.AU ASEAN envoys arrive in a coup-stricken Myanmar for talks with the junta chief ASEAN has led diplomatic efforts to resolve the crisis in Myanmar, but observers have questioned how effectively it can influence events in the country.']]"
4608031025883177,"[[""Victoria's acting premier says a dedicated quarantine facility similar to the Howards Spring facility outside Darwin would offer a safer alternative to hotel quarantine.""]
 [""SBS.COM.AU Victoria records four new local COVID-19 cases as state and Commonwealth reach quarantine facility deal Victoria's acting premier says a dedicated quarantine facility similar to the Howard Springs facility outside Darwin would offer a safer alternative to hotel quarantine.""]]"
4607830525903227,"[['After the much needed rain last year, NSW rice farmer Robert Andreazza hoped his next harvest would come in 10 times higher than the last.']
 ['Then he noticed mice in the paddocks.']
 [""SBS.COM.AU Australia's rice farmers were counting on a huge harvest.""]
 ['Then the mice arrived Farmers in the Riverina region of New South Wales are celebrating a bumper rice harvest.']
 ['But a mouse plague is raising fears about the region’s long-awaited revival.']]"
4607828332570113,"[['Nanaia Mahuta says New Zealand remains “predictable and consistent” in its relations with China against the backdrop of a tense geopolitical environment in the region.']
 ['SBS.COM.AU New Zealand\'s foreign minister has downplayed the possibility of economic coercion from China New Zealand’s Foreign Minister, Nanaia Mahuta, tells SBS News the country has ""a respectful relationship"" with China but there are areas where the two countries disagree.']]"
4607793225906957,"[[""Hong Kongers are seeking innovative ways to commemorate the victims of China's deadly Tiananmen Square crackdown after authorities banned an annual vigil and vowed to stamp out any protests come Friday's anniversary.""]
 ['SBS.COM.AU Hong Kongers are seeking creative ways to mark the Tiananmen anniversary after a vigil was banned Human rights group Amnesty International says people in Hong Kong must not be punished for peacefully paying their respects to those killed in the Tiananmen Square student-led protests on 4 June, 1989.']]"
4606215189398094,"[[""These graduates from the US' Wilberforce University cheered and danced when they were told all their student debt would be forgiven during their graduation ceremony.""]
 ['Play Video']]"
4606305479389065,"[[""'They have found this a good country ...""]
 [""I'm quite certain that they will return.'""]
 [""SBS.COM.AU India's High Commissioner confident travel ban hasn't turned international students off Australia India's High Commissioner to Australia says students are invested in Australia and will return in what is a promising sign for the country's COVID-ravaged higher education sector.""]]"
4606169396069340,"[[""'We have seen from what happened at Juukan Gorge that our community expects better when it comes to protection of our priceless and irreplaceable Aboriginal heritage.'""]
 [""SBS.COM.AU WA gas project would threaten Indigenous rock art and produce more pollution than Adani, environmentalists warn Environmentalists have made a last-ditch rally against Woodside's Scarborough gas proposal, saying it would produce greater pollution than the Adani coal mine.""]]"
4606064829413130,"[[""'If a yes is not enthusiastic then it’s a maybe, even a no'.""]
 [""Women's safety advocates say a federal government online resource that teaches students about sexual consent remains littered with 'harmful and contradictory' advice.""]
 [""SBS.COM.AU 'Harmful' content remains on website behind controversial milkshake consent video, safety groups say There are concerns that harmful language and contradictory statements about sexual consent remain on a government online resource, despite the federal department responsible insisting the site's content had been reviewed.""]]"
4605978056088474,"[['Foreign Minister Marise Payne says Australia will not impose further sanctions on Myanmar’s military leadership because the move would restrict our national influence.']
 [""SBS.COM.AU Marise Payne defends Australia's refusal to impose sanctions after Myanmar coup Australia is resisting global pressure to impose sanctions on the military junta behind Myanmar's violent coup - despite major allies punishing the regime.""]]"
4605902616096018,"[['The Victorian government has received an agreement from the federal government for its plan to build a dedicated quarantine facility in the state.']
 ['SBS.COM.AU Three new COVID-19 cases recorded in Victoria as federal government green-lights quarantine facility The Victorian government has received a Memorandum of Understanding from the federal government for its plan to build a dedicated quarantine facility in the state.']]"
4605611579458455,"[['Prime Minister Scott Morrison has announced payments of up to $500 a week for people who are caught in COVID-19 lockdowns but only if the lockdown is for more than seven days in a row.']
 ['Play Video']]"
4605468456139434,"[[""This US high school valedictorian ditched her pre-approved high school graduation speech and instead passionately criticised Texas' controversial new ban on abortion.""]
 ['Play Video']]"
4605649026121377,"[[""The social services minister has apologised after a child abuse survivor's private details such as their address, phone number and bank details were uploaded to someone else's myGov account.""]
 [""SBS.COM.AU Minister apologises after child abuse survivor's details were shared in major security breach The social services minister and her department have apologised for a major security breach, after an abuse survivor's details were shared with a stranger.""]]"
4605290589490554,"[['June 14th will mark two years since the residents of Mascot Towers were told to evacuate over structural concerns.']
 ['SBS.COM.AU Owners are in a last-ditch attempt to recoup losses two years after the Mascot Towers evacuation The Mascot Towers debacle in which hundreds of apartment owners were forced to evacuate the building has led to a raft of legislative changes, yet the 132 unit owners say they have been left forgotten.']
 ['Now many who were once ""silent"" have come forward, ahead of a vote to decide their future, as a la...']]"
4605282292824717,"[['The figure was revealed in Senate estimates as Labor Senator Penny Wong scolded the federal government over its failure to establish quarantine facilities to return Australians home.']
 ['SBS.COM.AU More than 200 Australian children remain stuck in coronavirus-ravaged India The figure was revealed in Senate estimates as Labor Senator Penny Wong scolded the federal government over its failure to establish quarantine facilities to return Australians home.']]"
4605430872809859,"[['Australians who have endured coronavirus lockdown for more than seven days in a row are eligible for new support payments.']
 ['SBS.COM.AU Melburnians struggling under COVID lockdown now eligible for payments of up to $500 per week The federal government has announced new financial support measures for regions that are locked-down for more than seven days in a row.']]"
4605243816161898,"[[""Canada's Indigenous services minister says it is 'shameful' that the Pope has never formally apologised for abuses at the country's Catholic-run Indigenous residential schools, which he termed 'labour camps'.""]
 [""SBS.COM.AU A Canadian politician has supported calls for a papal apology over abuses at Indigenous schools Canada's Indigenous services minister has supported growing calls for a papal apology over abuses at Catholic-run Indigenous residential schools, after the remains of 215 children were found in unmarked graves at one such school.""]]"
473785593921368,"[['Prime Minister Scott Morrison and Treasurer Josh Frydenberg are announcing emergency support for Victorians in lockdown.']
 ['Play Video']]"
4605118892841057,"[[""The former police officer's lawyers claim he is guilty of 'an error made in good faith'.""]
 [""SBS.COM.AU Derek Chauvin is seeking a sentence of time served and probation for George Floyd's murder The then-police officer was captured on video kneeling on the neck of unarmed black man George Floyd for more than nine minutes until he passed out and died, while ignoring the victim's pleas for air and help.""]]"
