post_id,text
10162596903039988,"[['finke', 'desert', 'race', 'australia', 'tough', 'race', 'annual', 'event', 'occur', 'queen', 'birthday', 'long', 'weekend', 'june'], ['finke', 'desert', 'race', 'blow', 'victorian', 'whole', 'state', 'declare', 'hotspot', 'hundred', 'competitor', 'volunteer', 'attend', 'first', 'finke', 'desert', 'race', 'year', 'thanks', 'recent', 'victorian', 'outbreak', 'see', 'great', 'melbourne', 'plunge', 'fourth', 'lockdown']]"
10162596831079988,"[['victoria', 'battle', 'covid', 'multiple', 'front'], ['live', 'melbourne', 'office', 'building', 'costco', 'add', 'exposure', 'sit', 'investigation', 'continue', 'source', 'delta', 'variant', 'infection', 'health', 'authority', 'state', 'still', 'try', 'determine', 'family', 'holiday', 'new', 'south', 'wale', 'south', 'coast', 'test', 'positive', 'delta', 'variant', 'virus'], ['follow', 'live']]"
10162596765544988,"[['collins', 'street', 'office', 'building', 'melbourne', 'cbd', 'supermarket', 'docklands', 'add', 'victoria', 'list', 'covid', 'exposure', 'site', 'stand'], ['melbourne', 'cbd', 'office', 'building', 'exposure', 'site', 'EX', 'still', 'location', 'list', 'exposure', 'sit', 'victoria', 'even', 'venue', 'remove', 'case', 'deem', 'false', 'positive', 'earlier', 'week']]"
10162596753424988,"[['sudden', 'hear', 'roar', 'morning', 'think', 'UH'], ['go', 'back', 'house', 'surround', 'water'], ['tsunami', 'flood', 'disaster', 'town', 'never', 'forget', 'year', 'devastate', 'floodwaters', 'wash', 'tasmanian', 'town', 'latrobe'], ['number', 'measure', 'prevent', 'similar', 'event', 'today', 'yet', 'implement']]"
10162596733979988,"[['eligible', 'avoid', 'wait', 'time'], ['heres', 'guide', 'queensland', 'covid', 'vaccine', 'hub'], ['new', 'covid', 'vaccine', 'hub', 'open', 'queensland', 'weekend', 'heres', 'get', 'jab', 'vaccine', 'hub', 'open', 'queensland', 'weekend', 'people', 'look', 'get', 'first', 'jab'], ['find', 'eligible', 'get', 'first', 'dose']]"
10162596710079988,"[[], ['new', 'case', 'link'], ['victoria', 'battle', 'covid', 'multiple', 'front'], ['thing', 'watch', 'victoria', 'coronavirus', 'outbreak', 'take', 'concern', 'turn', 'authority', 'fight', 'kappa', 'delta', 'variant']]"
10162594346794988,"[['hope', 'heartbreak', 'month', 'kangaroo', 'island', 'devastate', 'deadly', 'bushfires', 'month', 'ago'], ['mean', 'lose', 'house', 'livelihood', 'love', 'one'], ['region', 'finally', 'heal', 'community'], ['hope', 'heartbreak', 'month', 'kangaroo', 'island', 'devastate', 'deadly', 'bushfires', 'month', 'ago'], ['play', 'video']]"
10162596581899988,"[['junior', 'afl', 'club', 'queensland', 'take', 'drastic', 'step', 'ban', 'parent', 'sideline', 'spate', 'clash', 'spectator', 'teenage', 'umpire', 'volunteer'], ['parent', 'ban', 'sideline', 'gold', 'coast', 'junior', 'afl', 'game']]"
10162596574399988,"[['apathy', 'strength', 'complacency', 'commitment', 'weve', 'see', 'side', 'pandemic', 'response', 'week', 'write', 'virginia', 'trioli'], ['analysis', 'lockdown', 'new', 'variant', 'vaccine', 'shamble', 'hang', 'thread', 'week']]"
10162596569159988,"[['pandemic', 'saw', 'remote', 'east', 'kimberley', 'effectively', 'cut', 'rest', 'australia', 'protect', 'vulnerable', 'indigenous', 'population'], ['sign', 'life', 'return', 'lesson', 'resilience', 'abound'], ['always', 'dark', 'dawn', 'road', 'covid', 'recovery']]"
10162593113174988,"[['really', 'cherish', 'time', 'second', 'daughter'], ['definitely', 'feel', 'get', 'bond', 'lot'], ['abc', 'everyday', 'really', 'cherish', 'time', 'second', 'daughter'], ['abc', 'everyday', 'tarun', 'wish', 'hed', 'take', 'parental', 'leave', 'first', 'baby', 'tarun', 'rajan', 'take', 'advantage', 'employer', 'generous', 'pay', 'parental', 'leave', 'scheme', 'glad'], ['regret', 'didnt', 'know', 'first', 'child', 'bear']]"
10162596423219988,"[['know', 'little', 'mysterious', 'planetary', 'neighbour'], ['newly', 'announce', 'mission', 'venus', 'aim', 'find'], ['nasa', 'suddenly', 'keen', 'venus'], ['reason']]"
10162596421924988,"[['climber', 'claim', 'achieve', 'stunning', 'feat', 'climb', 'peak', 'world', 'high', 'mountain'], ['australian', 'damien', 'gildea', 'say', 'theres', 'question', 'mark', 'almost'], ['climber', 'claim', 'reach', 'world', 'high', 'peak'], ['really', 'get']]"
10162596420089988,"[['claimant', 'continue', 'line', 'payout', 'successful', 'class', 'action', 'federal', 'government', 'live', 'export', 'ban', 'seem', 'likely', 'soar', 'well', 'initial', 'estimate'], ['government', 'unlawful', 'live', 'export', 'ban', 'set', 'cost', 'cattle', 'producer', 'rally', 'class', 'action']]"
10162596417319988,"[['showpiece', 'event', 'looming', 'game', 'rugby', 'league', 'face', 'existential', 'threat', 'level', 'physicality', 'health', 'player'], ['analysis', 'rugby', 'league', 'face', 'existential', 'crisis']]"
10162596414999988,"[['social', 'medium', 'company', 'plan', 'review', 'ban', 'end', 'year', 'end', 'policy', 'politician', 'exempt', 'hate', 'speech', 'rule'], ['facebook', 'ban', 'donald', 'trump', 'year', 'public', 'safety']]"
10162596413329988,"[['reserve', 'bank', 'throw', 'everything', 'boost', 'wage', 'inflation', 'seem', 'achieve', 'surge', 'asset', 'price', 'far', 'widen', 'gap'], ['analysis', 'future', 'pay', 'rise', 'destine', 'pocket', 'investor']]"
10162596412019988,"[['public', 'housing', 'tower', 'resident', 'endure', 'nation', 'harsh', 'hard', 'lockdown', 'last', 'year', 'say', 'concerned', 'enough', 'victorian', 'authority', 'support', 'community', 'melbourne', 'outbreak'], ['public', 'housing', 'resident', 'threaten', 'delta', 'cluster', 'call', 'increase', 'tower', 'cleaning']]"
10162596410434988,"[['chinese', 'authority', 'push', 'urban', 'couple', 'child', 'boost', 'country', 'ail', 'fertility', 'rate', 'young', 'people', 'counter', 'lifestyle', 'centre', 'minimise', 'spending', 'work', 'socialise'], ['china', 'want', 'baby', 'young', 'people', 'lie', 'flat']]"
10162596409349988,"[['naomi', 'moran', 'leave', 'high', 'school', 'work', 'indigenous', 'medium'], ['shes', 'manager', 'koori', 'mail', 'chair', 'peak', 'body', 'indigenous', 'broadcasting', 'medium', 'communication'], ['naomi', 'indigenous', 'medias', 'important', 'voice'], ['heres', 'want', 'empower', 'young', 'woman']]"
10162596408014988,"[['year', 'fire', 'rip', 'grenfell', 'tower', 'london', 'june', 'claim', 'life', 'EX', 'fresh', 'fear', 'opaque', 'nature', 'australia', 'build', 'product', 'safety', 'approval', 'process'], ['could', 'grenfell', 'tower', 'disaster', 'happen', 'australia'], ['politician', 'fear', 'way', 'properly', 'check']]"
10162596404899988,"[['bias', 'ramadhan', 'receive', 'call', 'separate', 'law', 'firm', 'offer', 'sue', 'behalf', 'mother', 'die', 'lion', 'air', 'plane', 'crash'], ['year', 'later', 'sue', 'get', 'money', 'owe', 'settlement'], ['plane', 'crash', 'real', 'housewife', 'missing', 'million', 'indonesian', 'family', 'claim', 'la', 'lawyer', 'embezzle', 'money']]"
10162596403349988,"[['last', 'fortnight', 'hardly', 'consistent', 'morrison', 'strategy', 'win', 'election', 'base', 'excellent', 'management', 'pandemic', 'write', 'laura', 'tingle'], ['analysis', 'picture', 'emerge', 'morrison', 'government', 'late', 'party', 'control']]"
10162596401499988,"[['government', 'say', 'housing', 'always', 'support', 'last', 'budget', 'bold', 'claim', 'write', 'yogi', 'vidyattama', 'john', 'hawkins'], ['analysis', 'looking', 'buy', 'house'], ['heres', 'government', 'make', 'possible', 'hint', 'much']]"
10162594878674988,"[['global', 'food', 'price', 'high', 'level', 'nearly', 'decade', 'may', 'soar', 'cent', 'cost', 'year', 'ago', 'un', 'food', 'agriculture', 'organization', 'say'], ['un', 'say', 'global', 'food', 'price', 'reach', 'high', 'mark', 'decade', 'un', 'food', 'agriculture', 'organization', 'say', 'global', 'food', 'price', 'high', 'level', 'nearly', 'decade', 'may', 'soar', 'cent', 'cost', 'year', 'ago']]"
10162593589789988,"[['comfort', 'tough', 'covid', 'joshua', 'coombes', 'begin', 'offer', 'haircut', 'street', 'london', 'transformative', 'stranger', 'meet', 'also', 'former', 'hairdresser'], ['comfort', 'tough', 'covid', 'joshua', 'coombes', 'begin', 'offer', 'haircut', 'street', 'london', 'transformative', 'stranger', 'meet', 'also', 'former', 'hairdresser'], ['play', 'video']]"
10162594580719988,"[['delta', 'variant', 'coronavirus', 'associate', 'india', 'uk', 'know', 'infectious', 'strain', 'pick', 'victoria', 'genomic', 'sequencing'], ['know', 'highly', 'infectious', 'delta', 'covid', 'variant']]"
10162594333394988,"[['state', 'territory', 'leader', 'meet', 'today', 'national', 'cabinet', 'discuss', 'everything', 'age', 'care', 'worker', 'force', 'get', 'vaccine', 'expand', 'rollout', 'people'], ['miss', 'pm', 'late', 'press', 'conference'], ['catch', 'key', 'moment', 'state', 'territory', 'leader', 'meet', 'today', 'national', 'cabinet', 'discuss', 'everything', 'age', 'care', 'worker', 'force', 'get', 'vaccine', 'expand', 'rollout', 'people']]"
10162594218594988,"[['us', 'intelligence', 'official', 'find', 'evidence', 'series', 'unidentified', 'aerial', 'phenomenon', 'observe', 'navy', 'aviator', 'recent', 'year', 'alien', 'spacecraft', 'sighting', 'remain', 'unexplained', 'highly', 'anticipated', 'government', 'report'], ['china', 'russia', 'alien'], ['unidentified', 'aerial', 'sighting', 'remain', 'mystery', 'us', 'intelligence', 'u', 'intelligence', 'official', 'find', 'evidence', 'series', 'unidentified', 'aerial', 'phenomenon', 'observe', 'navy', 'aviator', 'recent', 'year', 'alien', 'spacecraft', 'sighting', 'remain', 'unexplained', 'highly', 'anticipated', 'government', 'report']]"
10162594091314988,"[['think', 'organise', 'need', 'get', 'communication', 'right', 'get', 'say'], ['get', 'confusion', 'lack', 'communciation', 'ahead', 'queensland', 'weekend', 'mass', 'vaccination', 'gabrielle', 'bright', 'mean', 'front', 'queue', 'queensland', 'POS', 'vaccination', 'hub', 'disability', 'support', 'worker', 'idea', 'happen', 'weekend']]"
10162594032659988,"[['itch', 'get', 'western', 'australia', 'nervous', 'book', 'flight'], ['youre', 'alone'], ['point', 'book', 'interstate', 'holiday', 'wa'], ['west', 'australian', 'border', 'ping', 'open', 'shut', 'various', 'state', 'different', 'time', 'recent', 'month', 'easy', 'confuse', 'travel', 'risk']]"
10162593912604988,"[['day', 'melbourne', 'fourth', 'lockdown', 'anna', 'plum', 'full', 'audit', 'kitchen', 'see', 'enough', 'food', 'fee', 'family'], ['family', 'survive', 'lockdown', 'stranger', 'twitter', 'victoria', 'go', 'lockdown', 'anna', 'tweet', 'fear', 'able', 'keep', 'food', 'table', 'roof', 'overhead', 'kid'], ['within', 'hour', 'overwhelm', 'offer', 'assistance']]"
10162593881264988,"[['federal', 'government', 'fund', 'construction', 'quarantine', 'hub', 'victoria', 'site', 'facility', 'yet', 'choose'], ['new', 'quarantine', 'hub', 'build', 'victoria', 'site', 'yet', 'confirm', 'victorian', 'government', 'commonwealth', 'reach', 'deal', 'quarantine', 'facility', 'mickleham', 'avalon']]"
10162593851479988,"[['vaccination', 'hub', 'available', 'participant', 'national', 'disability', 'insurance', 'scheme', 'well', 'primary', 'carers'], ['dedicated', 'hub', 'vaccinate', 'ndis', 'user', 'covid', 'people', 'disability', 'access', 'dedicate', 'vaccine', 'hub', 'federal', 'government', 'move', 'accelerate', 'rollout', 'sector']]"
10162593822024988,"[['doctor', 'australia', 'report', 'diagnose', 'treat', 'depression', 'accord', 'national', 'mental', 'health', 'survey', 'doctor', 'medical', 'student'], ['doctor', 'country', 'wear', 'mismatch', 'sock'], ['ronelle', 'andrew', 'say', 'shes', 'struggle', 'anxiety', 'several', 'time', 'medical', 'career'], ['today', 'join', 'doctor', 'australia', 'bright', 'fun', 'sock', 'raise', 'awareness', 'mental', 'health', 'challenge', 'medical', 'professional']]"
10162593797419988,"[['mother', 'never', 'allow', 'speak', 'presence', 'male'], ['escape', 'art', 'provide', 'solace', 'suffer', 'mental', 'health', 'issue', 'new', 'program', 'aim', 'highlight', 'mental', 'health', 'challenge', 'face', 'artist', 'art', 'use', 'coping', 'mechanism']]"
10162593770164988,"[['chinas', 'leader', 'xi', 'jinping', 'seek', 'rein', 'unruly', 'element', 'china', 'wolf', 'diplomacy', 'write', 'bill', 'birtles'], ['analysis', 'xi', 'jinping', 'want', 'change', 'way', 'china', 'see', 'world', 'several', 'year', 'noticeably', 'assertive', 'shift', 'china', 'diplomatic', 'medium', 'tone', 'xi', 'jinping', 'drop', 'first', 'hint', 'countrys', 'confrontational', 'style', 'need', 'adjustment', 'write', 'bill', 'birtles']]"
10162593734574988,"[['victoria', 'record', 'new', 'locally', 'acquire', 'case', 'take', 'state', 'outbreak'], ['early', 'end', 'melbourne', 'lockdown', 'plan', 'victoria', 'record', 'new', 'local', 'covid', 'case', 'act', 'premier', 'james', 'merlino', 'hose', 'expectation', 'lockdown', 'lift', 'early', 'light', 'false', 'positive', 'reveal', 'last', 'night']]"
4611260688893544,"[['authority', 'race', 'determine', 'victorian', 'family', 'contract', 'delta', 'variant', 'virus', 'first', 'detect', 'india', 'different', 'kappa', 'variant', 'spark', 'state', 'late', 'outbreak'], ['victoria', 'record', 'new', 'local', 'case', 'coronavirus', 'scramble', 'find', 'source', 'delta', 'variant', 'authority', 'race', 'determine', 'victorian', 'family', 'contract', 'delta', 'variant', 'virus', 'first', 'detect', 'india', 'different', 'kappa', 'strain', 'spark', 'state', 'late', 'outbreak']]"
4611044175581862,"[['beautiful', 'bunch', 'give', 'training', 'job', 'opportunity', 'woman', 'migrant', 'refugee', 'background'], ['work', 'opportunity', 'many', 'young', 'woman'], ['staff', 'unique', 'melbourne', 'flower', 'shop', 'grateful', 'remain', 'open', 'lockdown', 'social', 'enterprise', 'beautiful', 'bunch', 'employ', 'woman', 'migrant', 'refugee', 'background'], ['time', 'many', 'struggle', 'find', 'work', 'woman', 'remain', 'employed', 'able', 'deliver', 'flower', 'people', 'love', 'one']]"
4610963798923233,"[['facebook', 'also', 'say', 'longer', 'give', 'politician', 'blanket', 'immunity', 'deceptive', 'abusive', 'content', 'social', 'network', 'base', 'comment', 'newsworthy'], ['citing', 'public', 'safety', 'risk', 'facebook', 'say', 'donald', 'trump', 'suspend', 'platform', 'least', 'year', 'facebook', 'suspend', 'former', 'u', 'president', 'donald', 'trump', 'least', 'january', 'announce', 'change', 'treat', 'world', 'leader', 'break', 'company', 'rule', 'posting', 'site']]"
4609356892417257,"[['ten', 'thousand', 'usually', 'gather', 'victoria', 'park', 'commemorate', 'china', 'crackdown', 'protest', 'tiananmen', 'square'], ['second', 'year', 'police', 'ban', 'vigil', 'cite'], ['hong', 'kong', 'police', 'cordon', 'annual', 'tiananmen', 'vigil', 'site', 'arrest', 'organiser', 'anniversary', 'thousand', 'officer', 'expect', 'patrol', 'citys', 'street', 'friday', 'prevent', 'gathering', 'people', 'light', 'candle', 'protester', 'kill', 'chinese', 'troop', 'beijing', 'year', 'ago']]"
4609191125767167,"[['labor', 'describe', 'leaked', 'strategy', 'evidence', 'government', 'attempt', 'steamroll', 'controversial', 'independent', 'assessment', 'fake', 'consultation'], ['linda', 'reynolds', 'defend', 'controversial', 'leak', 'ndis', 'independent', 'assessment', 'market', 'strategy', 'labor', 'describe', 'leaked', 'strategy', 'evidence', 'government', 'attempt', 'steamroll', 'controversial', 'independent', 'assessment', 'ndis', 'fake', 'community', 'consultation']]"
4608843839135229,"[['main', 'impact', 'hotline', 'increase', 'stress', 'anxiety', 'people', 'already', 'hard', 'time', 'look', 'paid', 'work', 'struggle', 'survive', 'day'], ['welfare', 'group', 'outrage', 'stuart', 'robert', 'spruiks', 'new', 'dobseeker', 'figure', 'people', 'dobbed', 'hotline', 'still', 'investigation', 'review', 'complete', 'compliance', 'action', 'take']]"
4608774465808833,"[['prime', 'minister', 'hit', 'abc', 'four', 'corner', 'program', 'unaired', 'episode', 'reportedly', 'link', 'supporter', 'qanon', 'conspiracy', 'theory'], ['pm', 'scott', 'morrison', 'reject', 'deeply', 'offensive', 'report', 'link', 'qanon', 'prime', 'minister', 'scott', 'morrison', 'hit', 'abc', 'four', 'corner', 'program', 'unaired', 'episode', 'reportedly', 'link', 'supporter', 'qanon', 'conspiracy', 'theory']]"
4608285065857773,"[['cargo', 'ship', 'sink', 'coast', 'sri', 'lanka', 'potentially', 'spill', 'tonne', 'fuel', 'cause', 'country', 'environmental', 'disaster'], ['play', 'video']]"
4608627115823568,"[['minister', 'ndis', 'linda', 'reynolds', 'issue', 'unreserved', 'apology', 'family', 'tell', 'breach', 'happen'], ['ndia', 'leak', 'personal', 'detail', 'abusive'], ['launch', 'investigation', 'minister', 'national', 'disability', 'insurance', 'scheme', 'linda', 'reynolds', 'issue', 'unreserved', 'apology', 'family', 'tell', 'breach', 'happen']]"
4608472305839049,"[['people', 'kill', 'jewish', 'festival', 'shavuot'], ['year', 'later', 'survivor', 'hop', 'story', 'inspire', 'kindness'], ['eighty', 'year', 'iraq', 'deadly', 'farhud', 'riot', 'survivor', 'still', 'hop', 'peace', 'around', 'people', 'kill', 'jewish', 'festival', 'shavuot']]"
4608471622505784,"[['scott', 'morrison', 'announce', 'national', 'cabinet', 'agree', 'disposition', 'towards', 'require', 'age', 'care', 'worker', 'mandatory', 'vaccination'], ['leader', 'lean', 'towards', 'mandatory', 'vaccination', 'age', 'care', 'worker', 'prime', 'minister', 'scott', 'morrison', 'announce', 'national', 'cabinet', 'agree', 'disposition', 'towards', 'require', 'age', 'care', 'worker', 'mandatory', 'vaccination']]"
998329427573813,"[['prime', 'minister', 'scott', 'morrison', 'speak', 'canberra', 'follow', 'national', 'cabinet', 'meeting', 'victorian', 'lockdown'], ['play', 'video']]"
4608403622512584,"[['health', 'authority', 'alert', 'new', 'variant', 'turn', 'victoria', 'outbreak'], ['remain', 'unclear', 'family', 'infect', 'variant'], ['new', 'variant', 'significant', 'concern', 'local', 'case', 'emerge', 'victoria', 'victoria', 'record', 'new', 'virus', 'case', 'authority', 'confirm', 'detection', 'new', 'variant', 'state', 'outbreak']]"
4608165479203065,"[['hill', 'rubble', 'palestinian', 'sit', 'makeshift', 'tent', 'beit', 'hanoun', 'house', 'stand', 'israeli', 'airstrikes', 'take', 'palestinian', 'start', 'return', 'town', 'ceasefire', 'come', 'effect', 'may'], ['day', 'fight', 'israel', 'militant', 'gaza', 'least', 'palestinian', 'israeli', 'gaza', 'grip', 'humanitarian', 'crisis'], ['PDT', 'already', 'live', 'poverty', 'line', 'fighting', 'break', 'bad', 'situation', 'become', 'getty', 'image', 'aap', 'hill', 'rubble', 'palestinian', 'sit', 'makeshift', 'tent', 'beit', 'hanoun', 'house', 'stand', 'israeli', 'airstrikes', 'take', 'palestinian', 'start', 'return', 'town', 'ceasefire', 'come', 'effect', 'may'], ['PDT', 'already', 'live', 'poverty', 'line', 'fighting', 'break', 'bad', 'situation', 'become', 'getty', 'image', 'aap']]"
4608273169192296,"[['teenager', 'slam', 'state', 'decision', 'ban', 'abortion', 'week', 'call', 'dehumanise', 'war', 'woman', 'right', 'defiant', 'high', 'school', 'graduation', 'speech'], ['texas', 'valedictorian', 'take', 'aim', 'new', 'abortion', 'law', 'viral', 'speech', 'paxton', 'speech', 'go', 'viral', 'take', 'aim', 'banning', 'abortion', 'week', 'tell', 'classmate', 'autonomy', 'body', 'take']]"
4608215002531446,"[['leader', 'naftali', 'bennett', 'secular', 'centrist', 'yair', 'lapid', 'form', 'coalition', 'unite', 'desire', 'topple', 'longstanding', 'benjamin', 'netanyahu'], ['deal', 'see', 'pair', 'alternate', 'leadership', 'time', 'office'], ['israel', 'eye', 'end', 'era', 'benjamin', 'netanyahu', 'foe', 'strike', 'deal', 'unseat', 'israeli', 'prime', 'minister', 'scorn', 'dangerous', 'coalition', 'cobble', 'together', 'rival', 'unseat']]"
317553223160661,"[['victorian', 'health', 'authority', 'provide', 'update', 'federal', 'government', 'agree', 'support', 'state', 'proposal', 'dedicated', 'quarantine', 'facility'], ['play', 'video']]"
